,recipeID,recipe_name,summary,ingredient_name,category,recipe_image_link,main_source,all
15,14,간단한 밑반찬 김자반 만들기,재료 간단하고 만드는 방법 초간단한 김자반,[재료] 마른김  5장 카놀라유  3숟갈 통깨  2숟갈 설탕  2/3숟갈 소금  1/4숟갈,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/b093960032e2fd22c536b3eae83d87881_m.jpg,"['마른김', '카놀라유', '통깨', '설탕', '소금']","['밑반찬', '김', '자반', '재료', '방법', '초', '김', '자반', '마른김', '카놀라유', '통깨', '설탕', '소금', '아들', '김', '자반', '이제', '집', '시판', '김', '자반', '식감', '나름', '만족', '공개', '감사', '마지막', '단계', '약불', '맛', '시간', '개', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
16,15,묵은지양념장을 곁들인 톳나물밥,몸이 건강해지는 것을 느낄 수 있는 묵은지양념장 톳나물밥 레시피~!,[재료] 쌀  2컵 불린톳  120g 표고버섯  1개 은행  약간 물  2컵 [양념] 묵은지  2장 청양고추  1개 간장  4큰술 들기름  1큰술 통깨  1큰술,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/14/64b83691892fef7f10eb463380f609e51_m.jpg,"['쌀', '불린톳', '표고버섯', '은행', '약간', '물']","['묵은지', '양념장', '톳', '밥', '몸', '건강', '묵은지', '양념장', '톳', '나물', '밥', '쌀', '불린톳', '표고버섯', '은행', '약간', '물', '저칼로리 다이어트', '저칼로리 다이어트']"
17,16,무청 시래기 들깨볶음,바로 만들어 먹어도 맛있지만 미리 만들어 두고 차갑게 식어도 맛있게 먹을 수 있는 밑반찬. 바로 무청 시래기 들깨볶음이랍니다.,[재료] 무청시래기  쪽파  [양념] 들깨가루  1+1/2큰술 참기름  다진마늘  1작은술 다시우린물을 1+1/2컵 국간장 ,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/02/aad361bbfbc68a38cfc2920d81b7584a1_m.jpg,"['무청시래기', '쪽파']","['무청', '시래기', '들깨', '볶음', '밑반찬', '무청', '시래기', '들깨', '볶음', '무청시래기', '쪽파', '쪽파', '생략', '초보', '맘', '맛', '맛', '평', '용', '저칼로리 다이어트', '저칼로리 다이어트']"
18,17,머위 장아찌 만들기,저장식품으로 다음 해까지도 맛있게 즐길 수 있는 머위 장아찌,[재료] 머윗잎  [양념] 간장  설탕  식초 ,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/9ff569d740d673fcb9e5402884f040ac1_m.jpg,['머윗잎'],"['머위', '장아찌', '장식품', '다음', '해', '머위', '장아찌', '머윗잎', '덕분', '감사', '저칼로리 다이어트', '저칼로리 다이어트']"
19,18,양파 장아찌 만들기,제철에 담아두면 일 년 내내 맛있게 드실 수가 있어서 참 좋은 양파장아찌입니다.,[재료] 양파  간장  물  설탕  식초 ,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/02/7346697c3a418c79272fc6a2d80a4c891_m.jpg,"['양파', '간장', '물', '설탕', '식초']","['양파', '장아찌', '제철', '일', '년', '양파', '장아찌', '양파', '간장', '물', '설탕', '식초', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
20,19,죽순 요리 네 가지,"요즘은 하우스 재배로 제철 과일, 채소라는 말이 무색해졌습니다. 아무리 세상이 좋아졌다고 해도 겨우 내내 움츠리고 있다가 봄이면 땅을 뚫고 나오고 나무에는 새싹을 틔우는 봄나물과 죽순은 요맘때가 아니면 먹을 수 없기 때문입니다.",[죽순 된장국 재료] 멸치 육수  2컵 감자  1개 양파  1/2개 죽순  50g 붉은고추  1개 풋고추  2개 [죽순 들깨볶음 재료] 죽순  100g 붉은고추  1개 풋고추  2개 [죽순 초무침 재료] 죽순  100g 붉은고추  1개 [죽순 전 재료] 죽순  50g 붉은고추  1개 달걀  1개 밀가루  1컵 물  약간 [죽순 된장국 재료] 멸치 육수  2컵 마늘  된장  1숟가락 [죽순 들깨볶음 재료] 멸치 육수  0.5컵 들깻가루  2숟가락 [죽순 초무침 재료] 고추장  2숟가락 매실엑기스  3숟가락 감식초  2숟가락 깨소금  마늘  약간,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/26/03f6d234f10a965d69207901a66e380c_m.jpg,"['멸치', '육수', '감자', '양파', '죽순', '붉은고추', '풋고추', '죽순', '들깨볶음', '재료', '죽순', '붉은고추', '풋고추', '죽순', '초무침', '재료', '죽순', '붉은고추', '죽순', '전', '재료', '죽순', '붉은고추', '달걀', '밀가루', '물', '약간', '죽순', '된장국', '재료', '멸치', '육수', '마늘', '된장', '죽순', '들깨볶음', '재료', '멸치', '육수', '들깻가루', '죽순', '초무침', '재료', '고추장', '매실엑기스', '감식초', '깨소금', '마늘', '약간']","['죽순', '가지', '요즘', '하우스', '재배', '제철', '과일', '채소', '말', '세상', '봄', '땅', '나무', '싹', '봄나물', '죽순', '요맘때', '때문', '멸치', '육수', '감자', '양파', '죽순', '붉은고추', '풋고추', '죽순', '들깨볶음', '재료', '죽순', '붉은고추', '풋고추', '죽순', '초무침', '재료', '죽순', '붉은고추', '죽순', '전', '재료', '죽순', '붉은고추', '달걀', '밀가루', '물', '약간', '죽순', '된장국', '재료', '멸치', '육수', '마늘', '된장', '죽순', '들깨볶음', '재료', '멸치', '육수', '들깻가루', '죽순', '초무침', '재료', '고추장', '매실엑기스', '감식초', '깨소금', '마늘', '약간', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
21,20,깨순볶음,나물반찬 어려워하시는데 시금치나 깨순볶음이나 비슷비슷하고 어렵지 않아요~ 제철로 유난히 억세지 않는 깨순이 나올시기에 부드럽게 나물로 볶아서 드셔보세요.,[재료] 깨순  250g 썰은 대파  2줌 [양념] 다진마늘  1TS 매실청  1TS 국간장  2TS 맛술  1TS 깨소금  1TS 소금  참기름  1TS 후추  약간 물  적당량,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/15/098bd3a8c683385cb393c7951a6755b21_m.jpg,"['깨순', '썰은', '대파']","['볶음', '나물', '반찬', '시금치', '깨', '순', '볶음', '제철', '깨순', '시기', '나물', '깨순', '썰은', '대파', '최고', '깨순', '양념', '후라이팬', '간', '물기', '평상시', '매실', '액', '너', '감칠맛', '감사', '처음', '깻잎', '향', '깨순', '볶음', '밥', '공기', '감사', '저녁', '반찬', '신랑', '감사', '국간장', '조아', '반찬', '손', '감사', '재료', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
22,21,톳 두부무침,"톳 두부무침은 은근히 매력 있어 아이들도 넘 좋아하는 맛이기도하고, 두부의 부드러움과 톳의 탱탱함이 섞여 표현이 안되지만 건강밥상의 최고의 음식인거 같아요.",[재료] 톳  두부  [양념] 소금  2.5ml 참기름  5ml 간장  5ml 참깨  10ml,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/74b436c9efee9d3f8af6167f30c81c761_m.jpg,"['톳', '두부']","['톳', '두부무침', '톳', '두부무침', '매력', '아이', '맛', '두부', '톳', '표현', '건강', '밥상', '최고', '음식', '톳', '두부', '감사', '거즈', '맛', '최고', '들깨', '가루', '취향저격', '감사', '년', '인생', '처음', '보았내요', '남편', '감사', '다이어트', '반찬', '짱', '처음', '재료', '손질', '설명', '도움', '최고', '시어머님', '도전', '시어머님', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
23,22,집에서 즐기는 연꽃차...,[연꽃차] 집에서 즐기는 연꽃차..,[재료] 말린연꽃잎  6장 뜨거운물  2컵,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/04/892389f59759896d69f60c6ca703cb961_m.jpg,"['말린연꽃잎', '뜨거운물']","['집', '연꽃', '차', '연꽃', '차', '집', '연꽃', '차', '말린연꽃잎', '뜨거운물', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
24,23,노버터 두부쿠키 만들기,고소하고 맛있는 두부 크래커 만들기,[재료] 포도씨유  50g 두부  1/2모 박력분  110g 베이킹파우더  7g 흑임자  15g [양념] 설탕  60g 소금  1T,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/20/8ea5ee0e4873359fcda421a865a5e39d1_m.jpg,"['포도씨유', '두부', '박력분', '베이킹파우더', '흑임자']","['버터', '두부', '쿠키', '두부', '크래커', '포도씨유', '두부', '박력분', '베이킹파우더', '흑임자', '반죽', '밀대', '손', '남편', '맥주', '안주', '반죽', '밀대', '손', '반죽', '이것', '쿠키', '빵', '렌지', '수분', '식감', '정석', '팬', '소보', '아이', '쿠키커터', '짜증', '맛', '맛', '쿠키', '재료', '고생', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
25,24,감태국,시원한 바다향이 나는 감태국입니다.,[재료] 김(감태)  1타래 생굴  200g 물  1500ml [양념] 다진마늘  1/2큰술 청주  1큰술 국간장  2큰술 볶음소금  1/2큰술,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/7f84a9a6e2399ff69c0d0f4af1e691701_m.jpg,"['김감태', '생굴', '물']","['감', '태국', '바다', '향', '감', '태국', '김감태', '생굴', '물', '와우', '걱정', '감사', '건강', '감태', '식성', '소금', '저칼로리 다이어트', '저칼로리 다이어트']"
26,25,미역줄기볶음 - 간단한 밑반찬 만들기,임산부에게 좋은 미역으로 간단한 밑반찬 미역줄기볶음을 만들어보세요.,[재료] 염장미역줄기  300g 양파  1/4개 홍고추  1개 당근  1/4개 [양념] 들기름  2큰술 식용유  1큰술 양념 소금  1/2작은술 다진마늘  1작은술 굴소스  1+1/2작은술 참기름  1작은술,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/02/a607262b06bc4fc54d40e20a3a384f411_m.jpg,"['염장미역줄기', '양파', '홍고추', '당근']","['미역', '줄기', '볶음', '밑반찬', '임산부', '미역', '밑반찬', '미역', '줄기', '볶음', '염장미역줄기', '양파', '홍고추', '당근', '미역', '종류', '직장', '혼자', '글코', '올케', '언니', '동생', '반찬', '편', '밤', '잠', '에어컨', '밑', '채', '나름', '준비', '완성', '그림', '맛', '나름', '맛', '감사', '홧띵', '굴소스', '팁', '덕분', '입맛', '적응', '맛', '새댁', '일', '포비', '감사', '처음', '미역', '줄기', '처음', '방법', '감사', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
27,26,시원한 우무냉국 만들기,쉽고 간단한 우무냉국 만들기 알려드립니다.,[재료] 우무채  250g 오이  1/4개 상추  4장 냉면육수  1/2봉지 소금  약간 [양념] 간장  1T 설탕  1T 다진마늘  1t 고춧가루  1t 식초  1t 깨소금  약간 청양고추  1개 대파다진것  약간,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/41c4e8460b537014d6c2c1195064745c_m.jpg,"['우무채', '오이', '상추', '냉면육수', '소금', '약간']","['우무', '냉국', '우무', '냉국', '우무채', '오이', '상추', '냉면육수', '소금', '약간', '저칼로리 다이어트', '저칼로리 다이어트']"
28,27,우무비빔국수-여름철 다이어트 야식..,"포만감은 물론이며 변비와 다이어트에도 좋은

우무비빔국수 소개해드립니다.",[재료] 우무  160g 오이  1/5개 홍파프리카  약간 노랑파프리카  약간 [양념] 다진마늘  1/4숟갈 설탕  1/2숟갈 식초  1/2숟갈 생강술  1숟갈 매실액  1/2숟갈 간장  1/2숟갈 고추장  1+1/2숟갈 올리고당  1/2숟갈,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/98e5682db0c5e01c3440a1eab3074b191_m.jpg,"['우무', '오이', '홍파프리카', '약간', '노랑파프리카', '약간']","['우무', '비빔국수', '여름철', '다이어트', '야식', '포만감', '물론', '변비', '다이어트', '우무', '비빔국수', '소개', '우무', '오이', '홍파프리카', '약간', '노랑파프리카', '약간', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
29,28,미역귀 반찬 만들기,변비에 좋은 식이섬유도 풍부하게 들어있는 미역귀,[재료] 미역귀  [양념] 고추장  1스푼 고춧가루  1스푼 물엿  2스푼 깨소금  약간 참기름  약간,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/06/33b48b6478e0573202354dfecfa4fa801_m.jpg,['미역귀'],"['미역', '귀', '반찬', '변비', '식이', '섬유', '미역', '귀', '미역귀', '저칼로리 다이어트', '저칼로리 다이어트']"
30,29,연잎밥 만드는법,경상도 시누이 집에 놀러 갔는데 정원에 연꽃이 예쁘게 피었길래 꽃구경 실컷 하고 연잎 2장 잘라와서 연잎밥을 만들어 먹었어요! 은은한 향이 정말 좋았던 연잎밥을 소개해요~~ 찰밥을 연잎에 싸서 푹 쩌서 먹는 게 연잎밥인데 만드는 방법에 비해 맛이 너무 차지고 맛있어서 모두가 좋아하는 연잎밥이랍니다.,[재료] 연잎  2장 찹쌀  2+1/2컵 멥쌀  1컵 팥  조금 강낭콩  조금 잡곡  조금 밤  조금 대추  조금 [양념] 소금  조금,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/01/646b3b11e4e3ec4628455146bfcd48fe1_m.jpg,"['연잎', '찹쌀', '멥쌀', '팥', '조금', '강낭콩', '조금', '잡곡', '조금', '밤', '조금', '대추', '조금']","['연잎', '밥', '법', '경상', '시누이', '집', '정원', '연꽃', '꽃', '구경', '연잎', '장', '연잎밥', '향', '연잎밥', '소개', '밥', '연잎', '쩌', '연잎밥', '방법', '맛', '모두', '연잎밥', '연잎', '찹쌀', '멥쌀', '팥', '조금', '강낭콩', '조금', '잡곡', '조금', '밤', '조금', '대추', '조금', '연잎', '밥', '압력', '밥솥', '밥', '차', '인', '회', '분량', '연잎', '냉동실', '보관', '냉동실', '차', '예정', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
31,30,머위대볶음 만들기,어제 시댁에 갔다가 시어머님이 좀 이르지만 가져가라며 머위대를 잘라주셨어요. 머위대를 삶아서 껍질을 벗겨야 하는데 손이 물이 들어서 기피하는 메뉴 중 하나~ 그래두 딸아이가 좋아하니 받아와서 고소한 반찬으로 만들었답니다~,[재료] 머위대  [양념] 들깨가루  들기름  마늘  국간장  마늘  통깨 ,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/04/29b12201b5649b96ec4a95bcaa701ad41_m.jpg,['머위대'],"['머위', '대', '볶음', '시댁', '시어머님', '머위', '대', '머위', '대', '껍질', '손', '기피', '메뉴', '중', '하나', '딸아이', '반찬', '머위대', '초보', '데', '간장', '대신', '연두', '간', '창', '싑', '감사', '처음', '감사', '점심', '맛', '감사', '감사', '처음', '청양고추', '개', '표고버섯', '기대', '만족', '감사', '정보', '감사', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트', '저칼로리 다이어트']"
32,31,고구마말랭이 샐러드,아삭한 야채와 고구마말랭이의 환상 궁합~ 고구마말행이 샐러드 만드는 법을 소개합니다!,[재료] 고구마말랭이  각종야채  원하는소스,저칼로리 다이어트,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/15/f28e8ff15a9a82fc3a1dc9a0ff5f9f1d1_m.jpg,"['고구마말랭이', '각종야채', '원하는소스']","['고구마말랭이', '샐러드', '야채', '고구마', '말', '랭', '환상', '궁합', '고구마', '말', '행', '샐러드', '법', '소개', '고구마말랭이', '각종야채', '원하는소스', '저칼로리 다이어트', '저칼로리 다이어트']"
