recipe_name,review_id,posting_time,rating,review_content,category,recipeID
머위대볶음 만들기,27974559,2023-05-08 18:18:00,5,"너무 먹고싶어 직접 처음으로 만들어봤어요~
청양고추도 1개,표고버섯도 넣고 먹어보니
기대한것보다 더 맛있어 대만족이였어요
맛있는 레시피 감사해요^^",저칼로리 다이어트,30
머위대볶음 만들기,40213175,2017-06-02 10:30:01,5,"요리의 초보인데 레시피 데로 했는데 너무 맛있었어요
전 간장대신 연두를 간을 했더니 맛있다고 친창 받았어요",저칼로리 다이어트,30
머위대볶음 만들기,67422728,2017-06-05 20:12:06,5,처음 만들어봤는데 쉽게 만들고 맛있게 됐어요~ 감사합니다~,저칼로리 다이어트,30
머위대볶음 만들기,86982399,2023-06-06 12:39:21,5,"점심먹을려고 만들었어요.
맛이 정말 좋아요.~~
감사합니다.",저칼로리 다이어트,30
머위대볶음 만들기,27665534,2015-05-26 14:55:44,5,"레시피대로 만들었어요!
감사합니다♡",저칼로리 다이어트,30
머위대볶음 만들기,62450880,2017-06-08 18:25:47,5,싑고간단하게~감사합니다 맛있어요~~,저칼로리 다이어트,30
머위대볶음 만들기,34803274,2018-07-17 17:40:53,5,"좋은정보 감사합니다
맛있어요^^",저칼로리 다이어트,30
표고버섯 들깨야채볶음 만드는 법,73847545,2022-03-15 16:40:34,5,하다고 했는데 간이 좀 약해서 싱거웠어요. 슴슴하게 먹어도 좋지만 소금간은 짤까봐 과감히 넣지 못해요. 버섯을 어떻게든 먹이려고 하는데 여하간 들깨가루 들어가서 좋은거 같네요.,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,75568238,2017-05-24 16:04:58,5,"오~우 멋진 건강식 레시피 였습니다.
간단하면서도 맛있고!
여러사람으로 부터 호평이 좋았습니다.
레시피 감사합니다.",저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,92537826,2017-11-06 12:32:24,5,표고버섯은 향이 너무 진해서 잘 안 해먹게 되는데 들깨가루 넣으니 향이 중화돼서 좋네요!고소함은 덤이구요.좋은 레시피 감사해요,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,94869090,2017-12-05 22:30:18,5,"맛난 반찬 레시피 감사해요~
전 깜빡하고 들깨가루를 잊고 걍 볶았네요..ㅎㅎ
그래도 맛나네요~",저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,36728031,2017-11-09 10:10:49,5,감사합니다. 마침 다 집에 있던 재료인데 잘 해먹었어요!,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,98299673,2018-08-28 17:50:08,5,"ㅋㅋ 들깨가루를 많이넣었어요
그래도 맛있었어요!",저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,25874515,2017-03-05 00:19:33,5,"담백하니 좋네요
낼 아가들 반찬으로 줘야겠어여",저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,33038309,2017-02-23 21:05:22,5,레시피감사합니다..너무고소하고맛나게먹었어요,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,84013402,2018-04-27 20:12:34,5,저는 애호박 빼고 파를넣었는데도 괜찮았어요^^,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,62326753,2018-01-27 12:59:51,5,표고가 없어 새송이로.. 감사합니다 ㅎㅎ,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,56541671,2015-05-31 11:12:12,5,완전맛나요~쉬워요~한번만들어보세요~,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,38118074,2017-05-25 17:50:55,5,맛있게 해서 먹었어요. 감사합니다,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,33127591,2018-01-09 21:26:16,5,너무 맛있게 먹었어요,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,67514395,2016-12-25 14:42:50,5,간단하고 맛있어요:),저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,26128963,2017-03-19 12:32:30,5,너무맛있어요 ㅠㅠ,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,57302199,2017-02-11 12:03:42,5,아주맛있어요,저칼로리 다이어트,33
표고버섯 들깨야채볶음 만드는 법,60810507,2021-05-13 19:50:04,4,버섯들깨볶음 하니 맛있어요,저칼로리 다이어트,33
별미 미역줄기잡채,17467091,2018-04-10 12:36:36,5,미역줄기 의외로 잡채와 어울리네요 ㅎㅎ 면같아서 먹기 좋았어요,저칼로리 다이어트,34
별미 미역줄기잡채,26117102,2018-04-11 06:30:14,5,모든음식레시피보고한번한번해보아는데너무맛이있어요^^^^~~,저칼로리 다이어트,34
별미 미역줄기잡채,23861093,2018-03-15 18:41:38,5,"제거는 한 30인분인것 같은데요.ㅋㅋ
잘 먹겠습니다.",저칼로리 다이어트,34
쌈다시마 무침 만들기,63537168,2018-12-24 10:53:01,5,"덕분에 맛있게 요리했습니다~^^
감사합니다",저칼로리 다이어트,35
쌈다시마 무침 만들기,51416896,2017-03-01 23:13:14,5,어찌먹을까생각했는데 ㄱㅅ 해용,저칼로리 다이어트,35
쌈다시마 무침 만들기,69270118,2019-03-26 20:06:22,5,맛있다네요,저칼로리 다이어트,35
다이어트에 좋은 크레페,75811000,2017-02-21 17:22:49,5,좋아하는 야채들 넣고해먹어야겠어요..맛있네요. 감사합니다,저칼로리 다이어트,37
꼬시래기초무침 만들기,62830011,2023-02-06 18:39:06,5,"맛있었어요.^^
내가 산 꼬시래기가 염장이 안되어 있고 좀 억센감이 있어 뜨거운 물에 아주 살짝만 데쳤는데 그래도 식감이 살아있고 맛났네요~~파프리카 있으니 색감도 좋아 식욕도 돋구고요.",저칼로리 다이어트,38
꼬시래기초무침 만들기,66056272,2022-05-22 21:29:39,5,"전에 한번 따라할 땐 넘 오래 데쳐서 망했는데, 이번엔 살짝 데치고 고추장이랑 고추가루 조금 더하고, 소라 추가해서 먹으니 넘 맛났어요~ 신랑이 꼬시래기 먹은 것 중에 최고래요",저칼로리 다이어트,38
꼬시래기초무침 만들기,heart2008,2019-07-21 02:44:45,5,"우리 가족은 고추장 초무침 양념을 새콤달콤해서 잘먹어요.그중 꼬시래기도 아이들도 좋아해서 식탁에 잘올라와요.
저는 양념을 반수저씩 가감했더니 맛있었어요.역시 남편도 바다의 국수라고 하며 맛있게 잘먹었어요~^^",저칼로리 다이어트,38
꼬시래기초무침 만들기,81527975,2023-12-26 16:21:30,5,맛난레시피 감사합니다 ^^,저칼로리 다이어트,38
꼬시래기초무침 만들기,20843332,2020-04-04 12:02:40,5,맛있게 잘 먹었습니다,저칼로리 다이어트,38
웰빙 해초 두부 샐러드,24592010,2019-08-19 17:25:01,5,새로운 다이어트식품이었어요.신랑도 잘 먹더군요.아주 건강한 맛입니다.상큼했어요,저칼로리 다이어트,39
향긋한 두릅전 만들기,89099218,2016-04-20 21:09:36,5,튀기니깐 쌉싸름한 맛이 없으니 아이가 참 잘먹네요^^,저칼로리 다이어트,41
홈메이드 토마토쨈,51685822,2022-06-14 16:04:43,5,"토마토가 생겨서 고민하다가 마침 쨈도 떨어져서 만들어 봤어요.
시간은 오래 걸렸지만 맛있네요.
소금하고 식초도 살짝 넣어서 만들었더니 더 맛있어요.
시중에 파는거 보다 건강하고 좋은거 같애요.",저칼로리 다이어트,46
간단하고 건강에 좋은 술안주 - 모시조개찜,93865178,2020-05-25 17:08:22,5,정말 간단하고 맛있는 음식입니다.^^,저칼로리 다이어트,48
양파 발사믹소스 두부샐러드,32298817,2022-04-09 14:34:59,5,오! 연두부에 소스가 잘 어울립니다,저칼로리 다이어트,49
양파 발사믹소스 두부샐러드,tnwls0905,2017-06-08 13:45:28,5,해봤는데 간단하고 맛나요!^^,저칼로리 다이어트,49
홍합스튜,65096016,2018-10-07 01:22:35,5,소스 좀 더 넣어서 와인이랑 먹었어요!,저칼로리 다이어트,51
아보카도&토마토샐러드,19938442,2016-01-11 19:12:15,5,매실액대신 오미자원액 넣고 해봤어요 아보카도 활용할수있고 맛도 너무 좋네요^^,저칼로리 다이어트,54
아보카도&토마토샐러드,56755547,2023-10-15 12:08:32,5,후추랑 레몬즙 더 넣었어요 아보카도를 넘 많이 넣었는지 조금 느끼한 감이 있어요 크림글어간 요리랑은 좀 먹기 힘들어요 ㅋㅋㅋㅋ 그래두 맛있어요!,저칼로리 다이어트,54
아보카도&토마토샐러드,23229730,2016-04-08 20:35:50,5,"파프리카대신 오이넣고 했어요
맛좋네요~~치커리도 잇어서 같이먹으니 제입맛에 딱이엇어요",저칼로리 다이어트,54
아보카도&토마토샐러드,53925890,2018-05-22 20:46:41,5,아보카도 퓨레 사서 하니 정말 손쉽게 만들었어요~ 노란파푸리카가 아삭아삭 달큰달큰해서 잘 어울리네요. 저는 레몬즙이랑 소금 좀 듬뿍 넣고~ 후추 좀 넣고 했는데 맛있었어요.,저칼로리 다이어트,54
아보카도&토마토샐러드,71303967,2020-07-20 17:23:48,5,토마토 좋아하는데 몸에 좋다는 아보카도와 함께 간단히 샐러드로 만들어 먹을수 있어 좋아요. 끌리는맛땜에 생각과는 달리 아주 잘 들어가네요. 저도 아이도 잘 먹었습니다.,저칼로리 다이어트,54
아보카도&토마토샐러드,51505789,2020-05-05 18:10:24,5,"레몬즙없어서 깔라만시원액으로 했어요
상콤한 매력의 샐러드네용 다이어트에 좋을듯!!",저칼로리 다이어트,54
아보카도&토마토샐러드,puple46701,2020-01-16 18:16:32,5,전 방울토마토를사용했고 꿀조금을넣어봤어요 새콤달콤한맛도 괜찮았어요,저칼로리 다이어트,54
아보카도&토마토샐러드,52424870,2020-08-28 19:00:58,5,"전 물에담가서 매운끼뺀 다진양파를 추가로 넣었어요
너무 맛있게잘먹었습니다 :)",저칼로리 다이어트,54
아보카도&토마토샐러드,94117832,2019-02-28 19:34:26,5,오 맛있게 잘 해먹었어요~ 아보카도 안 좋아하시는 부모님도 잘 드셨어요^^,저칼로리 다이어트,54
아보카도&토마토샐러드,91696210,2020-01-03 18:16:59,5,아보카도 느끼함이 사라져서 좋아요~ 좋은재료로 맛나게 먹었어요,저칼로리 다이어트,54
아보카도&토마토샐러드,79697100,2017-09-02 18:43:29,5,"엑스트라버진오일 넣어주니 더맛있었어요ㅎ
새우도 넣었어요",저칼로리 다이어트,54
아보카도&토마토샐러드,59060010,2019-10-25 19:43:07,5,"오, 넘 상큼하고 맛있어요! 방울 토마토를 썼어요!!",저칼로리 다이어트,54
아보카도&토마토샐러드,94139365,2016-07-30 19:29:58,5,"맛났어요~~
발사믹과 올리브도 좀 넣었어요^^",저칼로리 다이어트,54
아보카도&토마토샐러드,11629085,2019-07-10 18:27:04,5,최고네요 진짜 맛잇어요^^,저칼로리 다이어트,54
아보카도&토마토샐러드,61178632,2023-09-03 17:09:09,5,맛있게 잘 먹었습니다~^^,저칼로리 다이어트,54
아보카도&토마토샐러드,44285658,2017-02-21 19:26:17,5,간단하니 맛있어요,저칼로리 다이어트,54
아보카도&토마토샐러드,32614146,2018-07-25 11:01:12,5,맛잇어요^~,저칼로리 다이어트,54
죽순 채소 볶음탕,94239132,2023-05-30 20:07:52,5,재료가다없어서 집에있는 재료만으로 만들었어요 아이랑먹을려고 고추생략했고 육수없어서 물조금넣고 치킨스톡도조금넣어서 했는데 너무 맛있었어여!!,저칼로리 다이어트,57
죽순 채소 볶음탕,g7q5j1fmwx66byf0licob3pqldyz,2015-05-07 10:37:55,5,냉장고에있는 야채만으로 따라해봤어요 너무 맛나요~~감사합니다,저칼로리 다이어트,57
곤약 들깨볶음 만드는 법,82524216,2020-07-12 16:31:48,5,고소하니 맛있어요!! 맨날 장조림만 해먹었는데 새롭네요 ~ 감사합니다♡♡,저칼로리 다이어트,58
곤약 들깨볶음 만드는 법,74104797,2020-08-22 15:58:07,5,베트남고추 추가해서 볶았더니 맛있어요~감사합니다,저칼로리 다이어트,58
곤약 들깨볶음 만드는 법,13227303,2018-01-21 21:20:02,5,"밝은미소님!
맛있게 잘됐어요~
감사해요~^^",저칼로리 다이어트,58
곤약 들깨볶음 만드는 법,54176913,2016-04-02 20:15:41,5,오늘 해봤는데 맛있게 먹었어요/,저칼로리 다이어트,58
양배추쌈밥*쌈밥*양배추*양배추효능*별미밥*한끼식사,64677989,2023-01-29 09:22:30,5,아주좋음,저칼로리 다이어트,59
조기조림 만들기,19052558,2017-06-10 14:59:19,5,매운고추팍팍넣었더니진짜맛났어요,머슬업 다이어트,62
조기조림 만들기,gks02fn6874,2016-05-26 00:08:35,5,너무 쉽고 맛있어요. 고맙습니다,머슬업 다이어트,62
조기조림 만들기,seven815,2018-08-14 20:10:35,5,잘 먹구 한번더 해요 굳,머슬업 다이어트,62
조기조림 만들기,44634598,2015-11-10 21:13:37,3,한번 따라해 봤어요!~~~,머슬업 다이어트,62
북어순두부국,14686130,2017-03-08 21:08:44,5,아주 좋아요 맛있어요,머슬업 다이어트,63
"고등어구이, 갈치구이 맛있게 굽는 법",80188819,2018-04-23 23:35:06,5,오늘 갈치 한마리 사서 구워줬어요. 매번 남아서 걱정했는데 오늘은 애들이 밥 두공기씩 먹으며 다 먹어버렸네요,머슬업 다이어트,64
"고등어구이, 갈치구이 맛있게 굽는 법",46085375,2022-02-08 18:55:46,5,"급 보고 오븐에 해보았어용 칼집내고 오븐에
급히해서 간이 ㅋㅋ 감사합니다",머슬업 다이어트,64
"고등어구이, 갈치구이 맛있게 굽는 법",40693907,2018-04-23 08:38:03,5,제가 생선 좋아하는데 맛있게 먹었어요. 카레가루가 없어서 그냥 했는데 카루가루 추가하면 더 맛있을 것 같아요,머슬업 다이어트,64
"고등어구이, 갈치구이 맛있게 굽는 법",73373337,2018-01-04 19:09:08,5,맛있어용 ㅎㅎ그냥굽는것과는 또다르네용.아 카레가루 조금 첨가햇어용,머슬업 다이어트,64
"고등어구이, 갈치구이 맛있게 굽는 법",65362979,2018-08-05 12:29:43,5,부침가루에 카레가루 조금 섞었는데 바삭하고 맛있게 잘구어졌어요^^,머슬업 다이어트,64
"고등어구이, 갈치구이 맛있게 굽는 법",86937601,2022-05-10 20:40:03,5,간편하고 맛있는 레시피로 맛있는 저녁먹었어요^^,머슬업 다이어트,64
"고등어구이, 갈치구이 맛있게 굽는 법",62155733,2018-05-27 10:40:14,5,맛나용,머슬업 다이어트,64
"고등어구이, 갈치구이 맛있게 굽는 법",50457361,2016-03-09 17:41:42,4,"튀김가루와 강황가루를 섞어서 갈치구이해보았읍니다......
베리 굳!",머슬업 다이어트,64
김마끼 만들기,28102085,2023-01-24 19:28:48,5,간편하고 맛있어요~~ 감사합니다,머슬업 다이어트,68
전자렌지 우유계란찜,40454099,2021-09-18 08:01:38,5,오! 맛있어요 우리애기 잘먹을거 같아요 감사합니다,머슬업 다이어트,70
전자렌지 우유계란찜,72677217,2022-04-12 19:13:43,5,"맛있어서 두번이나 해먹었어요
감사합니다",머슬업 다이어트,70
전자렌지 우유계란찜,69631890,2018-11-14 06:45:20,5,쉽고 간다하고 맛있는 레시피인거 같아영,머슬업 다이어트,70
전자렌지 우유계란찜,62219864,2020-02-04 09:07:36,5,간단한 방법이고 맜있어요,머슬업 다이어트,70
전자렌지 우유계란찜,64281343,2020-04-05 22:35:47,5,너무 맛있서요,머슬업 다이어트,70
전자렌지 우유계란찜,dnwjd328,2017-08-03 22:16:43,4,부드럽고 맛나긴 했는데 우유 비린내가 나서 저는 물이나 육수를 넣는게 더 좋을듯 해요,머슬업 다이어트,70
전자렌지 우유계란찜,69024721,2016-06-20 19:48:00,4,맛있습니다,머슬업 다이어트,70
황잣으로 끓인 ~ 잣죽 - 딸에게# /죽끓이는 물의 황금비율,ddaxigirl,2019-10-17 18:59:30,5,감사합니다~그런데 설명을 잘 못보고 잣을 첨부터 같이 끓였어요~ 다음엔 더 맛있게 끓여볼게요~~^^,머슬업 다이어트,71
황잣으로 끓인 ~ 잣죽 - 딸에게# /죽끓이는 물의 황금비율,82490358,2017-06-05 15:24:14,5,덕분에 맛있게 잘 먹었어요 전 양을 엄청 믾이 했어요 식구들 다먹으려구요,머슬업 다이어트,71
황잣으로 끓인 ~ 잣죽 - 딸에게# /죽끓이는 물의 황금비율,25408689,2017-06-02 11:09:13,5,계량에서실수를 해서 당황했었는데 마무리를잘해서 잣죽성공했네요 감사요,머슬업 다이어트,71
황잣으로 끓인 ~ 잣죽 - 딸에게# /죽끓이는 물의 황금비율,86630273,2021-03-21 05:30:57,5,"쌀 200g으로 늘리고 잣, 물양 그대로 했는데 너무 맛있네요^^ 한 번 만들어 놓으면 아침 대용으로도 든든하게 먹을 수 있을거 같아요~ 인생 레시피 감사해요",머슬업 다이어트,71
황잣으로 끓인 ~ 잣죽 - 딸에게# /죽끓이는 물의 황금비율,61089944,2018-07-15 20:09:35,5,고소하고 맛있어요~요리 과정을 쉽게 정리해 주셔서 따라하기 좋아요~저는 물을 반컵정도 적게 넣고 끓였는데 괜찮았어요^^,머슬업 다이어트,71
