Unnamed: 0,recipeID,recipe_name,summary,ingredient_name,category,recipe_image_link,main_source,all,full_step
182,165,파인애플쌈다시마무침,새콤달콤 매콤한 무침 반찬을 드시고 싶다면 파인애플쌈다시마무침은 어떠세요?,[재료] 파인애플  쌈마시마 270g 양파  1/2개 파프리카  1/3개 통깨  약간 [양념] 고추장  2큰술 고춧가루  1큰술 매실액  2+1/2큰술 설탕  1/2큰술 식초  1큰술 다진 파  2작은술 다진 마늘  2작은술,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/08/27d414c922866c118e8a449e8d4bcd281_m.jpg,"['파인애플', '쌈마시마', '양파', '파프리카', '통깨', '약간']","['파인애플', '쌈', '다시마', '무침', '무침', '반찬', '파인애플', '쌈', '다시마', '무침', '파인애플', '쌈마시마', '양파', '파프리카', '통깨', '약간', '변비', '변비', '변비']","파인애플은 흐르는 물에 씻은 후 양쪽 가장자리를 잘라내고 8등분으로 썬 다음 심을 제거하고 먹기 좋은 크기로 썰어주세요. 쌈다시마는 찬물에 20분 정도 담가서 짠맛을 제거하고 끓는 물에 살짝 데친 후 찬물에 헹군 다음 물기를 빼서 굵게 채 썰어주세요. 양파는 껍질을 벗겨 흐르는 물에 씻은 후 채 썰어주세요. 파프리카는 흐르는 물에 씻은 후 채 썰어주세요. 분량의 양념재료 고추장, 고춧가루, 매실액, 설탕, 식초, 다진파, 다진 마늘을 넣고 골고루 섞어주세요. 쌈다시마, 양파, 파프리카를 볼에 담아주세요.양념을 넣어 간이 골고루 배도록 버무려주세요. 파인애플을 넣어 다시 한번 버무려주세요. 파인애플쌈다시마무침을 접시에 담고 통깨를 조금 뿌려냅니다."
183,166,무청시래기밥,오늘은 간단하지만 몸속노폐물을 배출시켜줄 무청시래기 요리로 시작해봅니다,[재료] 무청시래기  뒤포리육수(생수)  쌀  1컵 [양념] 간장  다진양파  깻잎  고추가루  통깨  참기름 ,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/16/aba139d9ac0bba0e05b9037f9105efbd1_m.jpg,"['무청시래기', '뒤포리육수생수', '쌀']","['무청', '시래기', '밥', '오늘', '몸', '속', '노폐물', '배출', '무청', '시래기', '시작', '무청시래기', '뒤포리육수생수', '쌀', '변비', '변비']","무청시래기는 일단 이렇게 겉껍질을 벗겨서 사용하셔야 부드러운 무청시래기맛을 느낄수 있는데요. 사실 바쁠땐 껍질 안벗기고 듬성듬성 썰어서 요리해도 그닥 거친입맛은 아니다 싶더군요~ 손질된 무청시래기는 밥하고 잘 어우려지도록 잘게 썰어주었답니다. 무청시래기만으로 좀 섭섭한듯하여 뒤포리육수를 사용해서 밥물을 만들었는데요. 귀찮으심 생수를 사용해도 됩니다. 냄비밥을 해도 되지만.. 약간의 편리함을 위해 전기 압력밥솥을 사용했어요. 무청시래기에서 나오는 수분도 있으니 밥물은 평상시보다 약간 적게 잡으시는게 고슬고슬한 밥을 짓는 깨알팁입니다. 간장, 다진양파, 깻잎, 고추가루, 통깨, 참기름을 섞어 양념장을 만들어 주세요. 이때 양념장재료는 굳이 양파나 깻잎이 아니여도 괜찮고요. 다진파나 냉이등 봄나물을 넣고 만들어도 좋아요. 그사이에 전기밥솥이 알아서 척척 고슬한 밥이 지어졌어요. 갓지은 밥 위에 양념장을 올려주면 완성!"
184,167,양배추 밀푀유나베,국물과 함께 따끈하게 먹으면 환절기나 추운 겨울철에도 건강메뉴로 아주 좋은 양배추 밀푀유나베입니다.,[재료] 양배추  1/2개 삼겹살(냉동)  300g 마늘  4알 생강 작은거  1조각 다시마  6수 소금  후추  간장 ,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/05/a2abd09a794a80d1f041de6b8de4fd7b1_m.jpg,"['양배추', '삼겹살냉동', '마늘', '생강', '작은거', '다시마', '소금', '후추', '간장']","['양배추', '밀푀유나베', '국물', '환절기', '겨울철', '건강', '메뉴', '양배추', '밀푀유나베', '양배추', '삼겹살냉동', '마늘', '생강', '작은거', '다시마', '소금', '후추', '간장', '변비', '변비', '변비']","먼저 찬물에 다시마를 넣고 15분 정도 끓이고 다시마육수를 만듭니다. 양배추는 하나씩 뜯어서 깨끗히 씻어 물기를 빼고 준비합니다. 마늘, 생강은 사진처럼 앏게 썰어서 준비합니다. (생강은 채썰어서) 냉동 삼겹살은 끓인 물로 데쳐서 기름을 살짝 제거한 다음 물기를 빼줍니다. (냉동 아닌 생삼겹살도 괜찮아요.) 데친 고기는 소금, 후추로 밑간을 해주세요. 제일 큰 양배추 잎을 먼저 깔고 양배추 - 삼겹살 - 양배추 - 삼겹살 - 양배추 순서로 올려줍니다. 양배추와 삼겹살의 크기에 따라 하나에 2~3장 올리시면 됩니다. 마지막에 양배추가 오도록 싸주면 냄비 깊이에 맞춰서 2~3등분으로 잘라주세요. 큰 냄비에 방금 자른 양배추, 고기를 단면이 보이도록 잘 채워줍니다. 썰어놓은 마늘, 생강을 올리고 미리 끓여놓은 다시마육수를 넣고 뚜껑을 닫아 중간불로 끓여줍니다. 취향에 따라서 육수양을 조절해주세요. 팔팔 끓이고 양배추와 고기가 익으면 소금, 간장으로 간을 하고 마지막에 후추를 살짝 넣습니다."
184,167,양배추 밀푀유나베,국물과 함께 따끈하게 먹으면 환절기나 추운 겨울철에도 건강메뉴로 아주 좋은 양배추 밀푀유나베입니다.,[재료] 양배추  1/2개 삼겹살(냉동)  300g 마늘  4알 생강 작은거  1조각 다시마  6수 소금  후추  간장 ,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/05/a2abd09a794a80d1f041de6b8de4fd7b1_m.jpg,"['양배추', '삼겹살냉동', '마늘', '생강', '작은거', '다시마', '소금', '후추', '간장']","['양배추', '밀푀유나베', '국물', '환절기', '겨울철', '건강', '메뉴', '양배추', '밀푀유나베', '양배추', '삼겹살냉동', '마늘', '생강', '작은거', '다시마', '소금', '후추', '간장', '변비', '변비', '변비']","먼저 찬물에 다시마를 넣고 15분 정도 끓이고 다시마육수를 만듭니다. 양배추는 하나씩 뜯어서 깨끗히 씻어 물기를 빼고 준비합니다. 마늘, 생강은 사진처럼 앏게 썰어서 준비합니다. (생강은 채썰어서) 냉동 삼겹살은 끓인 물로 데쳐서 기름을 살짝 제거한 다음 물기를 빼줍니다. (냉동 아닌 생삼겹살도 괜찮아요.) 데친 고기는 소금, 후추로 밑간을 해주세요. 제일 큰 양배추 잎을 먼저 깔고 양배추 - 삼겹살 - 양배추 - 삼겹살 - 양배추 순서로 올려줍니다. 양배추와 삼겹살의 크기에 따라 하나에 2~3장 올리시면 됩니다. 마지막에 양배추가 오도록 싸주면 냄비 깊이에 맞춰서 2~3등분으로 잘라주세요. 큰 냄비에 방금 자른 양배추, 고기를 단면이 보이도록 잘 채워줍니다. 썰어놓은 마늘, 생강을 올리고 미리 끓여놓은 다시마육수를 넣고 뚜껑을 닫아 중간불로 끓여줍니다. 취향에 따라서 육수양을 조절해주세요. 팔팔 끓이고 양배추와 고기가 익으면 소금, 간장으로 간을 하고 마지막에 후추를 살짝 넣습니다."
185,296,양배추 밀푀유나베,국물과 함께 따끈하게 먹으면 환절기나 추운 겨울철에도 건강메뉴로 아주 좋은 양배추 밀푀유나베입니다.,[재료] 양배추  1/2개 삼겹살(냉동)  300g 마늘  4알 생강 작은거  1조각 다시마  6수 소금  후추  간장 ,위 건강,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/05/a2abd09a794a80d1f041de6b8de4fd7b1_m.jpg,"['양배추', '삼겹살냉동', '마늘', '생강', '작은거', '다시마', '소금', '후추', '간장']","['양배추', '밀푀유나베', '국물', '환절기', '겨울철', '건강', '메뉴', '양배추', '밀푀유나베', '양배추', '삼겹살냉동', '마늘', '생강', '작은거', '다시마', '소금', '후추', '간장', '위 건강', '위 건강', '위 건강']","먼저 찬물에 다시마를 넣고 15분 정도 끓이고 다시마육수를 만듭니다. 양배추는 하나씩 뜯어서 깨끗히 씻어 물기를 빼고 준비합니다. 마늘, 생강은 사진처럼 앏게 썰어서 준비합니다. (생강은 채썰어서) 냉동 삼겹살은 끓인 물로 데쳐서 기름을 살짝 제거한 다음 물기를 빼줍니다. (냉동 아닌 생삼겹살도 괜찮아요.) 데친 고기는 소금, 후추로 밑간을 해주세요. 제일 큰 양배추 잎을 먼저 깔고 양배추 - 삼겹살 - 양배추 - 삼겹살 - 양배추 순서로 올려줍니다. 양배추와 삼겹살의 크기에 따라 하나에 2~3장 올리시면 됩니다. 마지막에 양배추가 오도록 싸주면 냄비 깊이에 맞춰서 2~3등분으로 잘라주세요. 큰 냄비에 방금 자른 양배추, 고기를 단면이 보이도록 잘 채워줍니다. 썰어놓은 마늘, 생강을 올리고 미리 끓여놓은 다시마육수를 넣고 뚜껑을 닫아 중간불로 끓여줍니다. 취향에 따라서 육수양을 조절해주세요. 팔팔 끓이고 양배추와 고기가 익으면 소금, 간장으로 간을 하고 마지막에 후추를 살짝 넣습니다."
185,296,양배추 밀푀유나베,국물과 함께 따끈하게 먹으면 환절기나 추운 겨울철에도 건강메뉴로 아주 좋은 양배추 밀푀유나베입니다.,[재료] 양배추  1/2개 삼겹살(냉동)  300g 마늘  4알 생강 작은거  1조각 다시마  6수 소금  후추  간장 ,위 건강,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/05/a2abd09a794a80d1f041de6b8de4fd7b1_m.jpg,"['양배추', '삼겹살냉동', '마늘', '생강', '작은거', '다시마', '소금', '후추', '간장']","['양배추', '밀푀유나베', '국물', '환절기', '겨울철', '건강', '메뉴', '양배추', '밀푀유나베', '양배추', '삼겹살냉동', '마늘', '생강', '작은거', '다시마', '소금', '후추', '간장', '위 건강', '위 건강', '위 건강']","먼저 찬물에 다시마를 넣고 15분 정도 끓이고 다시마육수를 만듭니다. 양배추는 하나씩 뜯어서 깨끗히 씻어 물기를 빼고 준비합니다. 마늘, 생강은 사진처럼 앏게 썰어서 준비합니다. (생강은 채썰어서) 냉동 삼겹살은 끓인 물로 데쳐서 기름을 살짝 제거한 다음 물기를 빼줍니다. (냉동 아닌 생삼겹살도 괜찮아요.) 데친 고기는 소금, 후추로 밑간을 해주세요. 제일 큰 양배추 잎을 먼저 깔고 양배추 - 삼겹살 - 양배추 - 삼겹살 - 양배추 순서로 올려줍니다. 양배추와 삼겹살의 크기에 따라 하나에 2~3장 올리시면 됩니다. 마지막에 양배추가 오도록 싸주면 냄비 깊이에 맞춰서 2~3등분으로 잘라주세요. 큰 냄비에 방금 자른 양배추, 고기를 단면이 보이도록 잘 채워줍니다. 썰어놓은 마늘, 생강을 올리고 미리 끓여놓은 다시마육수를 넣고 뚜껑을 닫아 중간불로 끓여줍니다. 취향에 따라서 육수양을 조절해주세요. 팔팔 끓이고 양배추와 고기가 익으면 소금, 간장으로 간을 하고 마지막에 후추를 살짝 넣습니다."
186,168,표고버섯볶음,달달한 간장맛과 표고버섯의 고소하고 쫄깃한 맛이 입맛을 사로잡네요~ 밥반찬으로 영양만점인 표고버섯볶음을 소개합니다!,[재료] 표고버섯  당근  양파  마늘  파  [양념] 간장  깨소금 ,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/c68c9ce5522fc222aaf866e815e945d31_m.jpg,"['표고버섯', '당근', '양파', '마늘', '파']","['표고버섯', '볶음', '간장', '맛', '표고버섯', '맛', '입맛', '밥', '반찬', '영양', '만점', '표고버섯', '볶음', '소개', '표고버섯', '당근', '양파', '마늘', '파', '변비', '변비', '변비', '변비']","우선 동글동글 표고버섯을 잘 씻어주세요. 너무 두껍지 않게 슬라이스 해주세요. 당근,양파도 채를 썰어서 버섯이랑 같이 담아주세요. 재료에 간장,마늘,파를 넣고 살살 조물조물해주세요. 20분정도 재워두세요. 간장을 너무 많이 넣으면 버섯이 시커멓게 되서 맛없어 보이니까 적당히 넣어주세요. 잘 재워진 버섯을 맛있게 살살 볶아주세요. 간을 봐서 모자라간은 소금으로 해주시구요. 다 볶아진 버섯에 깨를 살살 뿌려주시구요. 그러면 쫄깃쫄깃 오통통한 버섯볶음이 됩니다."
187,169,입맛 돋우는 표고버섯 강된장,"봄철이라 입맛 없을 떄 생각나는 밥도둑레시피, 건강하게 만들어 맛있게 먹는 표고버섯 강된장레시피입니다.",[재료] 표고버섯  양파  애호박  새우  두부  [양념] 된장  3큰술 고추장  1큰술 미림  1큰술,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/15/efab134e197a219519da0fbd7c87d6501_m.jpg,"['표고버섯', '양파', '애호박', '새우', '두부']","['입맛', '표고버섯', '강된장', '봄철', '입맛', '떄', '밥도둑', '건강', '표고버섯', '강된장', '표고버섯', '양파', '애호박', '새우', '두부', '변비', '변비', '변비']","준비한 표고버섯과 애호박을 사각썰기 해둡니다. 양파1개도 사각썰기하여 준비합니다. 물반컵에 새우몇개 넣어 새우육수를 만듭니다. 새우육수를 만든후, 새우는 건져서 따로 준비해둡니다. 냄비에 올리브유 조금 두른 후, 양파를 볶습니다. 양파향이 퍼져날정도로 볶아줍니다. 양파볶은 냄비에 애호박 표고버섯 두부를 차례로 넣고 볶습니다. 이떄 두부한모는 으깨서 함께 볶아줍니다. 준비한 새우육수 붓고 강된장양념장도 함께 넣어 끓입니다. 두부한모를 더 넣고, 준비해뒀던 익은새우도 넣어 다시 한번 더 끓여줍니다."
188,170,건강 한그릇 요리 - 표고버섯덮밥,고기로 맛을 내서 따로 육수를 만들지 않아도 되서 더 좋고 맛있고 영양좋은 표고버섯덮밥입니다.,[재료] 표고버섯(큰거)  6개 양파  1/2개 당근  1/3개 깻잎  5장 쇠고기  80g [녹말물 재료] 물  300ml [쇠고기양념] 간장  1T 다진마늘  0.5T [맛술 양념] 간장  2T 굴소스  1T 설탕  0.5T 참기름  1T 후춧가루  약간,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/13/ff062a74c85bfb51495a1780f32237171_m.jpg,"['표고버섯큰거', '양파', '당근', '깻잎', '쇠고기', '녹말물', '재료', '물', '쇠고기']","['건강', '그릇', '표고버섯', '덮밥', '고기', '맛', '육수', '영양', '표고버섯', '덮밥', '표고버섯큰거', '양파', '당근', '깻잎', '쇠고기', '녹말물', '재료', '물', '쇠고기', '사진', '번', '번째', '표고', '양송이', '느타리', '파프리카', '불고기', '햄', '대치', '막내', '버섯', '햄', '사진', '변비', '변비']","가장먼저 소고기에 밑간을 해줄게요.쇠고기는 불고기감을 이용하셔도 좋고 여기서는 구이용 등심을 이용하였습니다.다진마늘 0.5와 간장1, 맛술 1 넣고 미리 재워두었어요. 그다음 야채를 준비해 줍니다. 오늘의 주인공인 표고버섯은 넉넉하게 준비해 주세요. 그다음 팬에 양념해둔 소고기를 볶아줍니다. 고기가 절반정도 익으면 당근과 양파를 먼저볶아주세요. 양파가 투명하게 익으면 오늘의 주인공인 표고버섯을 넣어주세요. 표고버벗을 넣고 물을 자작하게 부어주세요. 저는 300ml 넣었더니 딱 맞더라고요. 물이 보글보글 끓기 시작하면 녹말물을 넣어주는데요. 녹말물은 미리 만들어두면 굳으니 만들기 직전에 넣어주세요.녹말물 넣고 빨리 섞어주셔야 녹말이 덩어리 지지 않는답니다. 녹말물 (전분가루1.5 : 물1.5 ) 녹말물을 넣으면 걸죽한 상태의 버섯덮밥 소스가 완성이 된답니다. 마지막으로 깻잎 채썰어둔 거 넣어주세요. 걸죽하게 완성된 소스입니다. 마지막으로 후춧가루 참기름 넣어주시면 소스 완성입니다."
189,171,생무화과 타르트,만들어 바로 드시기보다는 냉장고에서 하루정도 놓고 시원하게 먹는게 더 맛난 무화과 타르트! 맛도 맛나고 모양도 럭셔리~한게 선물용으로도 너무 좋을거 같아요~,[타르트반죽] 박력분  300g 버터  160g 슈가파우더  50g 계란  1개 럼주  1ts [카스타드크림] 계란노른자  3개 설탕  70g 박력분  20g 우유  300ml 바닐라빈  1개 버터  15g 생크림  150g 설탕  15g 무화과  5~6개,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/394b5d8edd799040021a80c41c2354e61_m.jpg,"['박력분', '버터', '슈가파우더', '계란', '럼주', '카스타드크림', '계란노른자', '설탕', '박력분', '우유', '바닐라빈', '버터', '생크림', '설탕', '무화과']","['무화과', '타르트', '냉장고', '하루', '정도', '무화과', '타르트', '맛', '모양', '럭셔리', '선물', '박력분', '버터', '슈가파우더', '계란', '럼주', '카스타드크림', '계란노른자', '설탕', '박력분', '우유', '바닐라빈', '버터', '생크림', '설탕', '무화과', '변비', '변비', '변비']","먼저 박력분(300g)과 슈가파우더(50g)을 체쳐서 넣어주시고 버터(160g)은 깍둑썰기로 차갑게 준비해서 스크래퍼등으로 잘게잘게 잘라주세요 밀가루+버터의 상태가 요렇게 소보로상태가 되면 가운데다가 계란 1개를 넣어주세요~ 그리고 계란을 골고루 섞어주시면 반죽은 완성~ 한덩어리로 뭉쳐진반죽은 비닐이나 랩으로 씌워 냉장실에서 1시간이상 휴지시켜주세요 반죽이 휴지되는동안 카스타드크림을 만들었답니다. 먼저 우유 300ml과 바닐라빈 1개를 준비! 바닐라빈은 반을로갈라 칼 끝으로 긁어 빼내주시고 껍질채 우유에 넣고 살짝 데워줍니다 계란 노른자 3개와 설탕(70g)은 설탕의 서걱거림이 없을정도로 섞어주세요 설탕이 다 섞이면 체쳐둔 박력분(20g)을 넣고 또 잘 섞어줍니다. 다 섞이면 대략 요런 정도의 질감이 완성 바닐라빈과 껍질을 넣은 우유(300ml)는 약불에 데우고 끝부분이 조금씩 보글보글하면 계란 노른자를 넣어줍니다. 우유끝이 조금씩 보글거리면 반죽해놓은 노른자를 넣어주면서 바로바로 거품기로 섞어주세요 그냥 가만히 놔두면 응어리가져서 먹기에 불편하거든요. 카스타드크림은 불에 올린후 재빨리재빨리를 외쳐야합니다..ㅎㅎ 노른자를 넣는도중에는 거품기로 계속 섞어가면서 넣어주었구요 노른자를 다 넣은후에는 눌러붙지않도록 실리콘주걱으로 계속 저어주었어요. 노른자가 다 섞이고 살짝 걸쭉해지면 버터(15g)를 넣고 잘 섞어주세요 보글보글...눌러붙지 않도록 계속 섞어주셔야하구요 노른자만 익거나, 응어리지지않도록 재빨리 섞는게 포인트! 카드타드크림의 그 걸~~~쭉한 느낌의 크림이 완성되면 불에서 내려 유리그릇에 옮겨담고 막이 생기지 않도록 랩을 크림에 바로 밀착시켜 식혀주세요. 한김식으면 냉장실로 고고씽. 이제 카스타드크림도 한김 식혀줘야하니 그동안 타르트지를 밀어줍니당 냉장실에서 휴지시킨반죽은 꺼내 3mm정도 두께로 밀어서 타르트틀에 밀착시켜 씌워주세요. 타르트틀에 확실히 밀착시키지않으면(특히옆면과 밑면이 이어지는부분) 타르트지를 구울때 쪼그라들어요 높이가 낮아진다고하면 이해가 쉽겠죠? 밑면과 옆면(화살표있는부분)을 잘 밀착시키지않고 살짝 붕 뜨게 두면 구웠을때 타르트지가 밑으로 쪼그라들어서 높이가 현저히 낮아지게 된답니다.... 유산지를 씌우고 타르트누름돌이나 팥등으로 눌러서 180도의 오븐에서 12~15분간 구워주세요오븐 그럼 또 타르트지가 식을동안 생크림을 휘핑합니다~ 생크림(150g)에 설탕(15g)을 넣고 거의 100%에 가깝도록 휘핑해주세요. 뭐 그냥 이물질 안들어간 볼을 차갑게해서 생크림도 최대한 차갑게! 해서 휘핑하면 생크림쉽게 만들수있어요~ 휘핑된 생크림에 만들어식혀둔 카스타드크림을 조금씩 넣고 섞어주세요 휘핑된생크림+카스타드크림은 짤주머니에넣어 준비하시고~ 다 식은 타르트지 위에다가 크림을 쫘악! 그리고 무화과는 껍질을 칼로 벗겨준비~ 시럽(물:설탕 = 2:1로 끓여 식혀서 사용)도 위에다가 발라주면 완성!"
190,172,사과겉절이 만드는 법,"사과는 다이어트, 동맥경화, 고혈압, 당뇨병 등 성인병을 예방하고 사과껍질 안의 퀄세틴은 항산화작용이 뛰어나며 항균작용에도 도움을 주고 다이어트와 변비예방에도 좋은 과일이랍니다.",[재료] 사과  1/2개 무  250g 봄동  70g 대파  1/2뿌리 마늘  3쪽 [양념] 멸치액젓  2T 매실액  3T 고춧가루  1.5T 통깨  1T,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/10/021825e2dd78fdb09a714ec2e13c5b3b1_m.jpg,"['사과', '무', '봄동', '대파', '마늘']","['사과', '겉절이', '법', '사과', '다이어트', '동맥', '경화', '혈압', '당뇨병', '등', '성인병', '예방', '사과', '껍질', '안', '퀄세', '틴', '항산화', '작용', '항균', '작용', '도움', '다이어트', '변비', '예방', '과일', '사과', '무', '봄동', '대파', '마늘', '변비', '변비', '변비', '변비']","무는 흐르는 물에 씻은 후 채 칼을 이용해 채 썰어줍니다. 시원한 무는 비타민 C가 풍부하답니다. 봄동은 다듬어서 씻은 후 먹기 좋은 크기로 썰고 대파와 마늘은 껍질을 벗겨 씻은 후 대파는 어슷 썰고 마늘은 다져줍니다. 사과는 흐르는 물에 씻은 후 씨를 제거하고 채 썰어줍니다. 과즙도 풍부하고 달콤한 꿀이 박혀 있는 거 보이시죠? 채 썬 무, 봄동, 사과는 볼에 담아줍니다. 고춧가루를 넣고 살살 버무리듯 무쳐줍니다. 고춧가루를 넣고 먼저 버무리게 되면 고춧가루가 겉돌지 않아서 좋답니다. 대파, 멸치액젓, 매실액, 다진 마늘, 통깨를 넣고 간이 고루 배도록 살살 버무리듯 무쳐줍니다. 사과겉절이를 접시에 담아냅니다."
191,173,망고 바나나 스무디,"얼린 망고와 바나나의 조화, 거기에 달콤한 요거트까지 더해진 망고바나나스무디입니다.",[재료] 망고(냉동)  100g 바나나(냉동)  1개 플레인요거트  1통 우유  150g,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/04/2cac11845994e7d5aa3315ef0f6320221_m.jpg,"['망고냉동', '바나나냉동', '플레인요거트', '우유']","['망고', '바나나', '스무디', '망고', '바나나', '조화', '거기', '요거트', '망고', '바나나', '스무디', '망고냉동', '바나나냉동', '플레인요거트', '우유', '변비', '변비', '변비']",냉동실에 얼려둔 망고와 바나나 및 다른 재료를 준비해요. 모든 재료를 컵에 넣고 핸드블렌더로 갈아 줍니다. 우유의 양은 개인의 입맛에 따라 가감해서 넣어 주세요. 예쁜 컵에 담아내면 완성입니다.
191,173,망고 바나나 스무디,"얼린 망고와 바나나의 조화, 거기에 달콤한 요거트까지 더해진 망고바나나스무디입니다.",[재료] 망고(냉동)  100g 바나나(냉동)  1개 플레인요거트  1통 우유  150g,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/04/2cac11845994e7d5aa3315ef0f6320221_m.jpg,"['망고냉동', '바나나냉동', '플레인요거트', '우유']","['망고', '바나나', '스무디', '망고', '바나나', '조화', '거기', '요거트', '망고', '바나나', '스무디', '망고냉동', '바나나냉동', '플레인요거트', '우유', '변비', '변비', '변비']",냉동실에 얼려둔 망고와 바나나 및 다른 재료를 준비해요. 모든 재료를 컵에 넣고 핸드블렌더로 갈아 줍니다. 우유의 양은 개인의 입맛에 따라 가감해서 넣어 주세요. 예쁜 컵에 담아내면 완성입니다.
192,262,망고 바나나 스무디,"얼린 망고와 바나나의 조화, 거기에 달콤한 요거트까지 더해진 망고바나나스무디입니다.",[재료] 망고(냉동)  100g 바나나(냉동)  1개 플레인요거트  1통 우유  150g,위 건강,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/04/2cac11845994e7d5aa3315ef0f6320221_m.jpg,"['망고냉동', '바나나냉동', '플레인요거트', '우유']","['망고', '바나나', '스무디', '망고', '바나나', '조화', '거기', '요거트', '망고', '바나나', '스무디', '망고냉동', '바나나냉동', '플레인요거트', '우유', '위 건강', '위 건강', '위 건강']",냉동실에 얼려둔 망고와 바나나 및 다른 재료를 준비해요. 모든 재료를 컵에 넣고 핸드블렌더로 갈아 줍니다. 우유의 양은 개인의 입맛에 따라 가감해서 넣어 주세요. 예쁜 컵에 담아내면 완성입니다.
192,262,망고 바나나 스무디,"얼린 망고와 바나나의 조화, 거기에 달콤한 요거트까지 더해진 망고바나나스무디입니다.",[재료] 망고(냉동)  100g 바나나(냉동)  1개 플레인요거트  1통 우유  150g,위 건강,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/04/2cac11845994e7d5aa3315ef0f6320221_m.jpg,"['망고냉동', '바나나냉동', '플레인요거트', '우유']","['망고', '바나나', '스무디', '망고', '바나나', '조화', '거기', '요거트', '망고', '바나나', '스무디', '망고냉동', '바나나냉동', '플레인요거트', '우유', '위 건강', '위 건강', '위 건강']",냉동실에 얼려둔 망고와 바나나 및 다른 재료를 준비해요. 모든 재료를 컵에 넣고 핸드블렌더로 갈아 줍니다. 우유의 양은 개인의 입맛에 따라 가감해서 넣어 주세요. 예쁜 컵에 담아내면 완성입니다.
193,174,딸기바나나 스무디,탐앤탐스가 부럽지않은 딸기바나나 스무디 만드는법을 소개해드릴게요!,[재료] 딸기  바나나  요거트  우유 ,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/12/4a690c92b036f39f63f9547fa690fe491_m.jpg,"['딸기', '바나나', '요거트', '우유']","['딸기', '바나나', '스무디', '탐앤탐스', '딸기', '바나나', '디', '법', '소개', '딸기', '바나나', '요거트', '우유', '변비', '변비', '변비']","믹서기에 딸기3알, 바나나를 적당히 잘라 넣어주시고요! 요거트분말을 3스푼 넣어주었어요! 전 믹서기가 미니믹서기래서 얼음을 함께 않넣었는데요! 집에있는 믹서기가 크시고 분쇄력이 좋으면 얼음을 이때 함께 넣어주세요! 우유는 믹서기의 반만 부어줍니다! 갈아 주세요! 얼음을 넣고 함께 갈으신 분들은 이렇게하면딸기바나나스무디가 완성이고요! 저는 과일을 먼저 갈은 후에 얼음을 갈았답니다. 얼음까지 다 갈아진 모습이에요! 요렇게만들면 훨씬 더 걸쭉한 모습이랍니다! 얼음은 취양에 따라 추가해서 넣어 만드셔도 되요! 스무디를 담아주면 완성."
194,175,간식으로 좋은 단호박 조림 만들기,연한 차 한잔과 같이 먹으면 딱인 간식 단호박 조림 레시피~!,[재료] 단호박  1통 밤  5개 대추  5개 잣  호박씨  [양념] 물  1cc 설탕  1cc 물엿  1cc 소금  1/2~1T,변비,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/08/900522e7f7abbe40bd5d0c6e7c1d858c1_m.jpg,"['단호박', '밤', '대추', '잣', '호박씨']","['간식', '단호박', '조림', '차', '잔', '간식', '단호박', '조림', '단호박', '밤', '대추', '잣', '호박씨', '변비', '변비', '변비']","단호박 1통을 크기에 따라 다르지만 12등분해서 팬에 가지런히 깔아놓고 물 1C, 물엿 1C, 설탕 1C, 소금(단맛을 더 살려주거든요)1/2T-1T를 넣고 끓기시작하면 약불에서 조립니다. 조림뚜껑입니다. 뚜껑을 닫고 조리면 잡냄새가 냄비안에 그대로 있지만 조림뚜껑을 덮고 조리면 잡냄새는 빠지고 열이 날아가지않아 빨리 익어요. 5분 정도 조리다 단호박 조각들을 뒤집어 주고 2분 지난 후부터 유심히 보세요. 단호박에 금이 가는게 보이기 전에, 좀 덜익었다 싶을 때 불을 끄세요. 접시에 조심 조심 옮겨담으면 완성!"
